urban,age,marital_status,given_birth,dob,dom,age_mar,partner_age,ethnicity,language,birth_year,birth_month,birth_day,marriage_year,marriage_month,marriage_day
1,47,1,1,540,151.0,35,49.0,1,1.0,8,1,23.0,16.0,11.0,29.0
2,19,2,2,258,,NIU,,1,1.0,28,2,26.0,,,
1,25,2,2,500,,NIU,,1,1.0,29,2,27.0,,,
1,23,2,2,218,,NIU,,1,1.0,17,12,17.0,,,
1,49,1,1,803,491.0,19,59.0,1,1.0,6,7,17.0,31.0,10.0,16.0
1,18,2,2,12,,NIU,,1,1.0,25,10,27.0,,,
2,30,1,2,1185,793.0,30,20.0,1,1.0,9,5,1.0,26.0,8.0,13.0
2,29,1,1,637,827.0,24,31.0,4,1.0,9,4,19.0,3.0,2.0,30.0
2,27,1,2,213,112.0,24,24.0,1,1.0,30,7,21.0,25.0,4.0,11.0
2,22,2,2,678,,NIU,,1,1.0,23,5,25.0,,,
2,19,2,2,1093,,NIU,,1,1.0,28,2,9.0,,,
1,22,2,2,222,,NIU,,1,1.0,23,8,8.0,,,
1,48,1,1,584,245.0,22,55.0,1,1.0,3,1,11.0,19.0,3.0,31.0
2,38,1,1,1078,177.0,25,46.0,1,1.0,1,1,10.0,5.0,3.0,10.0
1,26,1,2,1655,1174.0,24,26.0,1,1.0,26,11,30.0,28.0,6.0,7.0
2,41,1,1,845,425.0,19,42.0,1,1.0,12,11,25.0,18.0,7.0,6.0
1,35,2,2,338,,NIU,,1,1.0,7,11,27.0,,,
1,30,1,1,88,47.0,27,30.0,1,1.0,9,2,21.0,6.0,2.0,27.0
1,30,1,2,267,991.0,29,27.0,1,,10,4,15.0,28.0,2.0,26.0
2,48,1,1,1143,820.0,18,58.0,1,1.0,6,12,26.0,32.0,11.0,20.0
1,38,3,1,1005,730.0,33,,1,1.0,1,5,22.0,3.0,2.0,16.0
1,48,3,1,1077,612.0,19,,1,1.0,3,6,5.0,30.0,2.0,11.0
1,23,2,2,241,,NIU,,3,,17,12,8.0,,,
1,20,2,2,2193,,NIU,,1,1.0,27,7,4.0,,,
2,22,3,1,113,48.0,13,,5,3.0,23,10,1.0,12.0,6.0,24.0
2,24,2,1,716,,NIU,,2,2.0,29,3,10.0,,,
2,36,1,1,1422,967.0,22,46.0,1,1.0,5,7,25.0,5.0,4.0,6.0
1,49,1,1,1053,738.0,21,57.0,1,1.0,36,3,8.0,29.0,8.0,26.0
2,24,2,2,436,,NIU,,1,1.0,29,4,20.0,,,
1,41,1,1,133,649.0,28,40.0,1,1.0,12,7,21.0,16.0,1.0,29.0
1,16,2,2,148,,NIU,,1,1.0,32,1,21.0,,,
1,34,3,1,68,230.0,25,,1,1.0,15,8,3.0,17.0,2.0,1.0
2,18,2,2,1616,,NIU,,1,1.0,25,9,22.0,,,
2,30,1,1,2192,1668.0,21,34.0,1,1.0,9,11,24.0,12.0,5.0,30.0
1,46,1,1,392,433.0,25,45.0,3,,4,9,25.0,2.0,10.0,3.0
2,34,1,1,238,160.0,30,33.0,2,1.0,15,7,25.0,6.0,1.0,9.0
1,41,3,1,391,16.0,18,,1,1.0,12,2,16.0,15.0,4.0,8.0
1,23,2,2,963,,NIU,,1,1.0,31,11,19.0,,,
1,41,1,1,395,179.0,27,40.0,1,1.0,12,2,6.0,7.0,12.0,30.0
1,25,2,2,11,,NIU,,1,1.0,26,3,24.0,,,
2,40,1,1,303,209.0,14,43.0,2,2.0,2,8,27.0,19.0,9.0,19.0
1,23,2,2,1096,,NIU,,1,1.0,31,1,12.0,,,
1,38,2,2,1,,NIU,,1,1.0,1,1,25.0,,,
2,41,1,1,1133,810.0,29,51.0,2,1.0,12,6,13.0,16.0,4.0,4.0
2,30,1,1,409,224.0,18,33.0,1,1.0,10,12,18.0,16.0,4.0,17.0
2,42,1,1,899,126.0,25,41.0,2,1.0,14,11,15.0,21.0,2.0,26.0
1,27,2,2,544,,NIU,,1,1.0,30,1,15.0,,,
1,35,1,1,1858,1376.0,20,39.0,4,1.0,7,11,22.0,9.0,11.0,16.0
1,19,2,2,480,,NIU,,1,1.0,27,3,8.0,,,
1,49,1,1,741,508.0,23,49.0,1,1.0,6,2,14.0,19.0,3.0,9.0
2,38,1,1,1387,992.0,25,40.0,1,1.0,1,5,7.0,5.0,1.0,29.0
1,25,2,2,82,,NIU,,1,1.0,26,4,22.0,,,
1,49,3,1,169,301.0,20,,1,1.0,36,3,13.0,31.0,11.0,18.0
1,41,1,1,287,188.0,26,46.0,1,1.0,14,12,8.0,9.0,2.0,19.0
1,20,1,2,19,54.0,19,21.0,1,1.0,27,9,14.0,26.0,9.0,10.0
2,45,1,1,850,1267.0,21,46.0,1,1.0,11,9,3.0,14.0,11.0,15.0
2,42,1,1,538,330.0,40,43.0,1,1.0,20,4,22.0,6.0,3.0,30.0
1,25,2,2,434,,NIU,,1,1.0,29,1,27.0,,,
2,42,1,1,1335,533.0,22,45.0,1,1.0,14,11,14.0,2.0,2.0,22.0
1,25,1,2,405,30.0,25,26.0,1,1.0,29,5,15.0,26.0,1.0,6.0
2,15,2,2,832,,NIU,,1,1.0,35,7,15.0,,,
1,40,1,1,1619,1064.0,22,42.0,1,1.0,2,2,19.0,21.0,4.0,5.0
2,24,3,1,277,216.0,20,,1,1.0,17,8,3.0,6.0,6.0,20.0
1,49,1,1,204,117.0,21,54.0,1,1.0,6,11,10.0,29.0,3.0,14.0
1,33,1,1,2212,1689.0,23,33.0,1,1.0,15,3,20.0,4.0,1.0,3.0
2,43,1,1,854,993.0,30,39.0,1,1.0,20,4,5.0,16.0,2.0,14.0
1,18,2,2,597,,NIU,,1,1.0,25,2,21.0,,,
2,30,1,1,670,383.0,19,34.0,1,1.0,9,4,27.0,4.0,2.0,5.0
1,19,2,2,986,,NIU,,3,1.0,28,10,21.0,,,
1,44,1,2,502,247.0,28,50.0,3,,16,1,25.0,9.0,1.0,22.0
2,35,1,1,2211,1688.0,21,35.0,1,1.0,5,12,10.0,7.0,4.0,14.0
2,36,1,1,279,76.0,27,37.0,1,1.0,5,11,7.0,12.0,6.0,21.0
1,22,1,1,2210,1687.0,19,30.0,1,1.0,23,8,11.0,6.0,1.0,7.0
2,34,1,2,532,260.0,24,34.0,1,1.0,15,10,19.0,4.0,10.0,24.0
1,36,1,1,2209,1686.0,23,36.0,1,1.0,5,7,23.0,5.0,10.0,29.0
1,46,1,1,1381,462.0,22,47.0,1,1.0,8,12,4.0,14.0,2.0,3.0
2,29,1,1,1306,589.0,24,36.0,1,1.0,34,6,30.0,3.0,4.0,29.0
1,45,3,1,1829,1395.0,36,,1,1.0,4,12,31.0,17.0,1.0,5.0
1,16,2,2,1184,,NIU,,1,1.0,32,9,8.0,,,
1,38,1,2,6,3.0,31,37.0,1,1.0,1,11,10.0,10.0,5.0,30.0
1,26,3,1,723,344.0,20,,1,1.0,26,11,20.0,10.0,3.0,5.0
1,44,1,1,251,115.0,26,45.0,1,1.0,16,9,16.0,1.0,12.0,24.0
1,43,1,1,591,238.0,32,50.0,1,1.0,20,2,4.0,4.0,4.0,28.0
2,37,1,1,107,37.0,25,37.0,1,1.0,13,2,27.0,16.0,2.0,19.0
1,16,2,2,1102,,NIU,,1,1.0,32,7,28.0,,,
2,38,3,1,1060,144.0,22,,1,1.0,1,7,1.0,13.0,3.0,17.0
1,45,1,1,947,994.0,19,70.0,1,1.0,11,6,2.0,19.0,10.0,9.0
1,34,1,1,414,206.0,28,35.0,1,1.0,15,6,13.0,10.0,3.0,26.0
2,49,1,1,36,240.0,20,52.0,1,1.0,6,4,10.0,30.0,3.0,2.0
1,31,2,2,343,,NIU,,1,1.0,18,12,29.0,,,
2,41,1,1,272,207.0,19,43.0,1,1.0,12,6,14.0,15.0,7.0,14.0
1,34,1,1,1605,1268.0,21,35.0,1,1.0,15,6,18.0,5.0,7.0,10.0
1,31,1,1,350,1112.0,21,35.0,1,1.0,10,9,26.0,17.0,1.0,2.0
2,26,2,2,634,,NIU,,3,1.0,26,7,8.0,,,
1,39,1,1,58,35.0,21,48.0,1,1.0,24,11,23.0,1.0,3.0,31.0
1,38,1,1,1164,202.0,23,41.0,2,1.0,1,5,12.0,9.0,1.0,24.0
2,26,2,2,1946,,NIU,,1,1.0,26,10,3.0,,,
1,25,1,1,1676,1253.0,21,34.0,1,1.0,29,5,6.0,11.0,12.0,8.0
2,41,1,1,280,1252.0,36,44.0,1,1.0,12,6,11.0,3.0,5.0,8.0
2,19,2,2,1093,,NIU,,1,1.0,28,2,9.0,,,
1,43,3,1,573,278.0,18,,1,1.0,20,5,31.0,14.0,9.0,28.0
1,48,1,1,478,24.0,27,50.0,1,1.0,3,2,12.0,2.0,9.0,20.0
2,31,1,1,2208,1685.0,14,38.0,1,1.0,10,9,18.0,13.0,10.0,28.0
2,37,2,2,964,,NIU,,1,1.0,13,8,2.0,,,
1,20,1,2,726,443.0,19,25.0,1,1.0,27,10,7.0,26.0,9.0,28.0
1,49,3,1,13,8.0,27,,1,1.0,36,3,9.0,15.0,1.0,28.0
1,31,1,1,1457,865.0,19,32.0,1,1.0,10,2,31.0,20.0,4.0,30.0
2,29,1,1,1677,1251.0,27,30.0,1,1.0,34,6,5.0,25.0,10.0,29.0
2,40,1,1,312,171.0,23,43.0,1,1.0,2,7,28.0,21.0,2.0,20.0
2,27,1,2,213,112.0,24,24.0,1,1.0,30,7,21.0,25.0,4.0,11.0
1,28,1,1,515,318.0,18,33.0,5,3.0,19,10,5.0,4.0,1.0,1.0
1,26,2,2,256,,NIU,,1,1.0,26,8,6.0,,,
1,36,1,1,160,1236.0,27,35.0,1,1.0,5,7,7.0,12.0,9.0,21.0
1,47,2,2,342,,NIU,,1,1.0,8,6,24.0,,,
1,36,1,1,219,113.0,16,41.0,1,1.0,5,8,28.0,2.0,7.0,1.0
1,20,2,2,2207,,NIU,,1,1.0,27,10,24.0,,,
1,46,1,1,1456,863.0,22,45.0,1,1.0,4,2,3.0,14.0,3.0,28.0
1,32,1,2,170,66.0,29,33.0,1,1.0,18,9,2.0,25.0,4.0,25.0
1,35,1,1,29,1684.0,23,41.0,1,1.0,7,8,18.0,16.0,10.0,24.0
2,21,2,2,1343,,NIU,,1,1.0,23,4,1.0,,,
1,31,1,1,45,26.0,26,33.0,1,1.0,10,1,14.0,11.0,5.0,5.0
1,42,1,1,1688,1211.0,32,42.0,1,1.0,14,6,24.0,4.0,4.0,16.0
1,39,2,2,1112,,NIU,,1,1.0,2,12,29.0,,,
2,31,1,1,134,1354.0,22,30.0,1,1.0,10,2,6.0,17.0,3.0,2.0
1,22,2,2,1167,,NIU,,1,1.0,23,10,7.0,,,
1,18,2,2,12,,NIU,,1,1.0,25,10,27.0,,,
1,47,1,1,1761,1179.0,26,52.0,1,1.0,8,5,28.0,18.0,1.0,6.0
1,47,1,1,142,82.0,28,46.0,1,1.0,8,3,17.0,1.0,7.0,28.0
1,21,2,2,2206,,NIU,,1,1.0,21,6,15.0,,,
1,26,2,2,87,,NIU,,1,1.0,26,1,16.0,,,
1,36,1,1,861,628.0,21,41.0,1,1.0,5,2,29.0,9.0,11.0,25.0
2,37,2,2,964,,NIU,,1,1.0,13,8,2.0,,,
2,46,1,1,1678,293.0,19,56.0,1,1.0,4,11,23.0,23.0,12.0,18.0
1,39,1,1,226,218.0,18,38.0,1,1.0,24,7,6.0,2.0,4.0,9.0
2,27,2,2,116,,NIU,,1,1.0,30,2,30.0,,,
1,46,1,1,871,634.0,25,48.0,1,1.0,4,5,26.0,18.0,1.0,5.0
1,26,2,2,439,,NIU,,1,1.0,30,4,13.0,,,
2,18,2,2,680,,NIU,,1,1.0,25,5,23.0,,,
2,23,2,2,974,,NIU,,1,1.0,31,1,10.0,,,
1,27,2,2,1679,,NIU,,4,4.0,30,8,25.0,,,
2,22,3,1,1030,703.0,14,,1,1.0,23,9,18.0,8.0,7.0,8.0
1,35,1,1,1344,1683.0,25,38.0,1,1.0,7,8,25.0,4.0,3.0,17.0
1,42,3,1,18,10.0,23,,1,1.0,14,9,18.0,1.0,9.0,27.0
2,48,1,1,549,94.0,32,56.0,3,1.0,6,3,4.0,13.0,9.0,24.0
1,49,3,1,13,8.0,27,,1,1.0,36,3,9.0,15.0,1.0,28.0
1,45,1,1,193,22.0,28,45.0,1,1.0,11,7,30.0,13.0,9.0,21.0
1,16,2,2,872,,NIU,,1,1.0,32,9,15.0,,,
2,46,2,2,668,,NIU,,1,1.0,4,5,8.0,,,
2,35,1,1,28,1.0,20,45.0,1,1.0,5,3,27.0,9.0,2.0,1.0
1,35,1,1,1680,1250.0,21,42.0,2,1.0,7,4,13.0,5.0,8.0,31.0
1,22,1,1,2205,752.0,19,27.0,1,1.0,23,7,7.0,25.0,1.0,23.0
1,42,1,1,1274,800.0,35,38.0,1,1.0,20,12,26.0,8.0,4.0,25.0
1,49,2,2,126,,NIU,,1,1.0,6,4,24.0,,,
1,37,1,1,876,408.0,29,35.0,1,1.0,13,3,18.0,8.0,1.0,5.0
2,37,1,1,797,431.0,21,39.0,1,1.0,13,9,2.0,13.0,3.0,31.0
2,43,1,1,1728,1249.0,24,52.0,1,1.0,20,1,5.0,22.0,12.0,16.0
2,24,1,1,461,320.0,20,24.0,3,,29,4,2.0,3.0,3.0,28.0
1,35,2,2,55,,NIU,,1,1.0,5,12,5.0,,,
2,21,2,2,295,,NIU,,1,1.0,21,5,12.0,,,
1,22,1,2,180,58.0,20,27.0,1,1.0,23,5,11.0,25.0,1.0,16.0
2,38,1,1,572,290.0,24,41.0,1,1.0,1,10,11.0,7.0,5.0,28.0
2,28,3,1,302,242.0,20,,1,1.0,19,4,11.0,8.0,5.0,8.0
2,35,2,2,919,,NIU,,1,1.0,7,1,1.0,,,
1,23,3,2,56,417.0,18,,1,1.0,17,3,8.0,3.0,10.0,20.0
1,49,1,1,606,363.0,30,54.0,1,1.0,6,5,6.0,22.0,3.0,28.0
2,33,1,1,822,472.0,16,41.0,1,1.0,15,12,18.0,21.0,12.0,18.0
2,48,1,1,866,78.0,21,50.0,1,1.0,3,11,17.0,23.0,8.0,31.0
2,15,2,2,94,,NIU,,5,2.0,35,7,10.0,,,
1,49,1,1,2228,1682.0,16,53.0,1,1.0,6,9,19.0,33.0,10.0,21.0
2,28,3,1,1881,1377.0,24,,1,1.0,19,2,11.0,6.0,6.0,21.0
2,38,1,1,1674,337.0,31,38.0,1,1.0,1,6,17.0,8.0,1.0,14.0
2,49,3,1,340,720.0,15,,1,1.0,6,6,3.0,35.0,5.0,26.0
1,45,2,2,341,,NIU,,1,1.0,4,12,11.0,,,
1,27,1,1,2227,1681.0,26,28.0,1,1.0,19,3,28.0,28.0,6.0,15.0
2,37,1,1,14,2.0,18,43.0,1,1.0,13,10,14.0,1.0,9.0,5.0
2,19,2,2,61,,NIU,,1,1.0,27,4,3.0,,,
1,28,2,2,633,,NIU,,1,1.0,19,2,10.0,,,
1,31,2,2,135,,NIU,,1,1.0,10,1,26.0,,,
2,19,2,2,61,,NIU,,1,1.0,27,4,3.0,,,
1,36,1,1,354,219.0,24,39.0,1,1.0,5,2,30.0,20.0,9.0,7.0
2,45,1,1,419,210.0,20,51.0,4,1.0,4,4,25.0,27.0,10.0,30.0
2,34,1,1,60,178.0,23,35.0,1,1.0,15,2,26.0,20.0,8.0,23.0
2,16,2,2,448,,NIU,,1,1.0,32,8,11.0,,,
1,21,2,2,2226,,NIU,,1,1.0,21,7,1.0,,,
1,30,2,2,158,,NIU,,1,1.0,9,1,28.0,,,
1,29,3,1,385,193.0,20,,1,1.0,9,12,31.0,17.0,4.0,14.0
2,15,2,2,16,,NIU,,5,3.0,35,10,11.0,,,
2,19,2,2,946,,NIU,,1,1.0,28,1,27.0,,,
2,27,1,1,1949,744.0,20,28.0,1,1.0,30,10,17.0,10.0,4.0,17.0
2,15,2,2,16,,NIU,,1,1.0,35,10,11.0,,,
1,20,2,2,1021,,NIU,,1,1.0,27,8,8.0,,,
1,22,2,2,1932,,NIU,,1,1.0,23,1,25.0,,,
1,31,1,1,1089,687.0,17,47.0,1,1.0,10,11,16.0,5.0,6.0,17.0
1,31,1,1,45,26.0,26,33.0,1,1.0,10,1,14.0,11.0,5.0,5.0
1,39,1,1,475,360.0,18,51.0,1,1.0,2,4,23.0,18.0,10.0,21.0
2,48,1,1,346,682.0,21,54.0,1,1.0,3,6,7.0,23.0,12.0,4.0
1,31,1,1,2225,1680.0,27,30.0,1,1.0,10,9,21.0,6.0,1.0,20.0
1,40,1,1,1477,822.0,19,46.0,3,,12,4,4.0,18.0,10.0,19.0
2,35,1,1,955,1711.0,23,58.0,1,1.0,7,5,31.0,20.0,6.0,22.0
2,30,1,1,817,498.0,20,30.0,1,1.0,9,2,13.0,17.0,4.0,18.0
1,29,1,1,1265,1270.0,24,28.0,1,1.0,34,2,28.0,3.0,3.0,9.0
1,44,1,1,770,51.0,19,47.0,5,3.0,16,6,22.0,27.0,9.0,16.0
2,17,2,2,1737,,NIU,,1,1.0,33,2,20.0,,,
1,48,3,1,756,421.0,25,,1,1.0,3,2,25.0,15.0,6.0,25.0
1,34,1,1,1252,913.0,18,36.0,1,1.0,15,2,25.0,9.0,6.0,13.0
1,17,2,2,767,,NIU,,1,1.0,33,1,23.0,,,
1,22,2,2,1312,,NIU,,1,1.0,23,9,4.0,,,
2,49,1,1,317,148.0,25,51.0,1,1.0,6,1,12.0,24.0,9.0,18.0
2,23,2,2,56,,NIU,,1,1.0,17,3,8.0,,,
2,42,1,1,1729,1241.0,18,48.0,1,1.0,20,12,28.0,14.0,10.0,13.0
1,46,1,1,894,579.0,13,48.0,5,1.0,4,2,27.0,34.0,1.0,19.0
1,48,1,1,880,663.0,17,52.0,1,1.0,6,3,15.0,32.0,4.0,5.0
1,48,1,1,593,80.0,21,53.0,1,1.0,3,6,11.0,23.0,1.0,1.0
1,25,2,2,1482,,NIU,,2,1.0,26,12,8.0,,,
1,35,1,1,29,231.0,21,37.0,1,1.0,7,8,18.0,7.0,1.0,7.0
1,40,2,2,387,,NIU,,1,1.0,2,1,10.0,,,
2,31,1,1,200,119.0,25,32.0,1,1.0,18,12,5.0,10.0,10.0,16.0
2,48,1,1,996,653.0,20,60.0,1,1.0,3,1,3.0,23.0,6.0,10.0
1,33,1,1,1313,473.0,19,37.0,1,1.0,22,11,5.0,7.0,2.0,6.0
1,31,1,1,1089,687.0,17,47.0,1,1.0,10,11,16.0,5.0,6.0,17.0
2,48,1,1,2224,1701.0,17,54.0,1,1.0,6,12,16.0,32.0,12.0,5.0
2,40,1,1,303,209.0,14,43.0,2,2.0,2,8,27.0,19.0,9.0,19.0
2,27,2,2,1613,,NIU,,2,1.0,30,2,23.0,,,
1,44,1,1,1225,751.0,26,58.0,2,2.0,11,9,12.0,1.0,8.0,11.0
1,40,3,1,428,249.0,19,,1,1.0,2,7,29.0,2.0,9.0,12.0
1,30,1,1,2223,1700.0,16,37.0,1,1.0,9,2,18.0,7.0,3.0,27.0
1,33,1,1,1535,1699.0,30,42.0,1,1.0,22,5,10.0,6.0,3.0,26.0
2,31,1,2,237,410.0,26,32.0,3,,18,4,20.0,3.0,1.0,13.0
2,41,1,1,280,2.0,23,42.0,1,1.0,12,6,11.0,1.0,9.0,5.0
1,17,2,2,586,,NIU,,3,,25,12,31.0,,,
1,45,1,1,982,705.0,32,47.0,1,1.0,11,6,14.0,5.0,11.0,15.0
1,25,2,2,829,,NIU,,1,1.0,26,12,2.0,,,
1,18,2,2,106,,NIU,,1,1.0,25,9,30.0,,,
1,35,1,1,5,7.0,22,40.0,1,1.0,7,1,2.0,5.0,10.0,22.0
1,49,1,1,606,363.0,30,54.0,1,1.0,6,5,6.0,22.0,3.0,28.0
1,33,1,1,1323,248.0,23,32.0,1,1.0,22,11,6.0,4.0,2.0,7.0
1,47,1,1,142,82.0,28,46.0,1,1.0,8,3,17.0,1.0,7.0,28.0
1,49,1,1,430,374.0,21,51.0,1,1.0,6,7,4.0,29.0,10.0,29.0
1,49,3,1,1314,963.0,17,,2,1.0,6,1,18.0,32.0,1.0,3.0
1,49,1,1,501,618.0,20,51.0,1,1.0,6,5,8.0,30.0,11.0,23.0
2,37,1,1,2222,1698.0,18,41.0,1,1.0,13,6,28.0,22.0,2.0,13.0
1,35,1,1,1229,923.0,20,40.0,1,1.0,7,8,7.0,9.0,3.0,28.0
1,17,2,2,367,,NIU,,1,1.0,33,1,25.0,,,
1,22,1,2,476,287.0,21,25.0,1,1.0,23,7,6.0,26.0,6.0,30.0
2,32,1,1,66,15.0,19,39.0,4,1.0,18,2,22.0,5.0,2.0,29.0
1,20,2,2,137,,NIU,,1,1.0,21,9,12.0,,,
2,48,1,1,1730,1240.0,19,52.0,1,1.0,3,7,26.0,29.0,6.0,20.0
2,26,3,2,1132,809.0,25,,1,1.0,30,12,14.0,28.0,9.0,1.0
1,31,1,1,249,136.0,24,34.0,1,1.0,10,7,18.0,8.0,11.0,22.0
1,47,1,2,64,29.0,26,50.0,1,1.0,8,4,6.0,2.0,1.0,27.0
1,30,1,1,1532,1073.0,25,35.0,1,1.0,9,1,30.0,3.0,10.0,11.0
2,38,1,1,522,15.0,25,38.0,1,1.0,1,5,23.0,5.0,2.0,29.0
1,21,2,2,477,,NIU,,1,1.0,23,3,9.0,,,
2,15,2,2,608,,NIU,,1,1.0,35,8,19.0,,,
1,35,2,2,338,,NIU,,1,1.0,7,11,27.0,,,
1,35,3,2,1066,709.0,28,,2,2.0,7,6,25.0,8.0,8.0,9.0
2,30,1,2,1185,793.0,30,20.0,1,1.0,9,5,1.0,26.0,8.0,13.0
2,22,2,2,839,,NIU,,3,,31,12,13.0,,,
1,18,2,2,105,,NIU,,1,1.0,25,6,28.0,,,
1,34,1,1,60,405.0,27,40.0,1,1.0,15,2,26.0,8.0,8.0,19.0
1,25,1,2,362,152.0,24,25.0,1,1.0,29,9,17.0,26.0,7.0,5.0
2,24,2,2,731,,NIU,,1,1.0,17,1,17.0,,,
1,40,1,1,393,154.0,22,46.0,1,1.0,2,2,11.0,1.0,1.0,17.0
2,42,1,1,422,51.0,16,46.0,1,1.0,14,10,5.0,27.0,9.0,16.0
1,48,1,1,27,18.0,27,52.0,1,1.0,3,1,21.0,2.0,5.0,9.0
2,43,1,1,185,208.0,23,47.0,1,1.0,20,6,17.0,2.0,8.0,22.0
1,38,1,1,1740,1275.0,28,39.0,1,1.0,24,3,10.0,4.0,10.0,19.0
2,16,2,2,174,,NIU,,1,1.0,33,3,23.0,,,
1,30,1,2,485,38.0,27,30.0,1,1.0,9,10,27.0,6.0,3.0,19.0
1,24,2,2,90,,NIU,,1,1.0,17,1,29.0,,,
1,24,1,1,1169,655.0,21,26.0,1,1.0,17,10,28.0,6.0,2.0,25.0
2,34,1,1,1556,1287.0,29,36.0,1,1.0,15,1,21.0,3.0,12.0,15.0
1,17,2,2,858,,NIU,,1,1.0,25,3,25.0,,,
2,15,2,2,16,,NIU,,1,1.0,35,10,11.0,,,
2,20,2,2,762,,NIU,,1,1.0,27,8,24.0,,,
1,36,1,1,976,711.0,21,41.0,1,1.0,5,11,28.0,9.0,2.0,11.0
1,23,1,1,299,211.0,23,31.0,1,1.0,17,4,17.0,28.0,12.0,7.0
2,28,1,1,826,615.0,22,30.0,4,1.0,19,5,16.0,10.0,10.0,4.0
1,48,3,1,756,421.0,25,,1,1.0,3,2,25.0,15.0,6.0,25.0
2,34,1,1,1534,252.0,28,42.0,2,1.0,15,7,12.0,10.0,5.0,1.0
1,34,2,2,225,,NIU,,1,1.0,15,2,5.0,,,
1,45,1,1,43,25.0,19,50.0,1,1.0,11,8,2.0,19.0,9.0,13.0
1,35,1,1,1731,1239.0,29,40.0,3,,5,3,16.0,10.0,5.0,12.0
1,32,1,1,2221,1697.0,21,34.0,1,1.0,22,12,27.0,16.0,11.0,15.0
1,47,1,1,455,945.0,18,49.0,1,1.0,8,1,8.0,29.0,7.0,2.0
1,39,2,2,1117,,NIU,,1,1.0,24,2,31.0,,,
2,24,1,1,649,744.0,18,27.0,1,1.0,29,9,24.0,10.0,4.0,17.0
2,22,2,2,1011,,NIU,,1,1.0,23,9,3.0,,,
2,35,1,1,1820,1238.0,17,42.0,1,1.0,5,4,8.0,1.0,1.0,4.0
1,40,1,1,50,253.0,20,41.0,1,1.0,2,2,17.0,2.0,8.0,7.0
2,42,1,1,609,370.0,15,48.0,3,1.0,20,3,30.0,23.0,8.0,30.0
1,34,1,2,663,486.0,31,31.0,1,1.0,15,6,7.0,6.0,9.0,6.0
2,17,2,2,456,,NIU,,4,1.0,33,1,21.0,,,
1,44,1,1,1253,914.0,38,46.0,1,1.0,16,8,25.0,10.0,4.0,30.0
2,19,2,2,61,,NIU,,1,1.0,27,4,3.0,,,
1,48,1,1,553,345.0,31,60.0,1,1.0,3,2,27.0,13.0,7.0,6.0
1,35,1,1,699,497.0,25,36.0,1,1.0,7,11,24.0,4.0,2.0,23.0
2,28,1,1,771,516.0,16,34.0,3,,19,9,19.0,16.0,2.0,9.0
1,30,2,2,835,,NIU,,1,1.0,10,3,29.0,,,
2,37,1,1,17,57.0,29,38.0,1,1.0,1,3,6.0,12.0,2.0,7.0
2,43,1,1,122,189.0,26,45.0,3,,16,3,19.0,21.0,6.0,3.0
2,47,1,1,184,13.0,16,51.0,1,1.0,8,1,2.0,31.0,9.0,10.0
1,27,2,2,2,,NIU,,1,1.0,19,3,15.0,,,
1,33,2,2,967,,NIU,,1,1.0,22,11,17.0,,,
1,21,2,2,313,,NIU,,1,1.0,21,11,22.0,,,
1,23,2,2,1059,,NIU,,1,1.0,31,6,21.0,,,
1,25,2,2,434,,NIU,,1,1.0,29,1,27.0,,,
2,27,1,1,1821,1237.0,22,30.0,1,1.0,30,9,28.0,3.0,12.0,7.0
1,38,1,1,1119,633.0,36,37.0,1,1.0,24,12,3.0,6.0,11.0,18.0
1,38,1,1,351,158.0,28,36.0,1,1.0,1,8,13.0,4.0,8.0,6.0
1,21,2,2,766,,NIU,,1,1.0,21,1,28.0,,,
1,17,2,2,84,,NIU,,1,1.0,33,2,25.0,,,
1,49,3,1,1139,180.0,20,,1,1.0,6,11,29.0,30.0,3.0,3.0
2,44,1,2,453,314.0,39,45.0,1,1.0,11,3,26.0,3.0,7.0,22.0
1,39,1,1,78,463.0,20,39.0,4,1.0,2,12,15.0,22.0,1.0,15.0
2,38,1,1,1368,564.0,28,40.0,4,1.0,24,3,16.0,4.0,1.0,6.0
2,49,1,1,1822,1696.0,19,55.0,1,1.0,6,5,31.0,31.0,5.0,4.0
1,49,1,1,65,159.0,34,53.0,1,1.0,6,4,18.0,7.0,7.0,30.0
2,48,1,1,1730,1240.0,19,52.0,1,1.0,3,7,26.0,29.0,6.0,20.0
2,32,1,1,1105,170.0,25,31.0,1,1.0,22,4,16.0,12.0,12.0,12.0
1,34,1,2,360,155.0,32,35.0,1,1.0,15,11,19.0,28.0,1.0,11.0
2,40,1,1,1342,983.0,19,48.0,1,1.0,2,9,21.0,2.0,1.0,22.0
1,48,1,1,1130,836.0,36,43.0,1,1.0,3,5,27.0,20.0,9.0,21.0
2,49,1,1,317,148.0,25,51.0,1,1.0,6,1,12.0,24.0,9.0,18.0
2,37,1,1,292,442.0,27,37.0,1,1.0,13,7,14.0,4.0,3.0,6.0
2,44,1,1,1465,1003.0,16,48.0,1,1.0,16,6,24.0,29.0,1.0,9.0
2,42,1,1,609,370.0,15,48.0,3,1.0,20,3,30.0,23.0,8.0,30.0
1,31,2,2,135,,NIU,,1,1.0,10,1,26.0,,,
1,31,1,2,125,492.0,28,32.0,1,1.0,10,9,23.0,25.0,7.0,24.0
1,36,1,1,1226,1727.0,26,36.0,1,1.0,5,4,29.0,17.0,9.0,7.0
1,16,2,2,1230,,NIU,,1,1.0,32,8,28.0,,,
